username,created_at,full_text
usercutiew,Tue Apr 08 18:23:55 +0000 2025,akhirnya bentar lagi bakal ikut tren #KaburAjaDulu
LateNiteSoul,Tue Apr 08 18:19:04 +0000 2025,terpaksa hapus UK dari #kaburajadulu list
aobajohsad,Tue Apr 08 13:59:10 +0000 2025,@askihuy ril banget mau kaburajadulu jg pusing semua tempat jg mumet :)))))))
TOM5helby,Tue Apr 08 13:50:02 +0000 2025,Prabowo mau ngundang pemimpin gerakan #IndonesiaGelap #KaburAjaDulu? Emang ada pemimpinnya? Itu semua gerakan murni warga sipil Wok! Termasuk gerakan #TolakUUTNI juga adalah murni warga sipil Terbukti ini pemimpin LAWAKRASI Ngelawak mulu! https://t.co/Fmqf6EP8Ze
Kaixand,Tue Apr 08 13:39:15 +0000 2025,@bang_dasco #kaburajadulu tapi kerja di perusahaan Dasco di Kamboja. Info lokernya dong om
ZoneVenomWar,Tue Apr 08 13:37:14 +0000 2025,#kaburajadulu ke oz yuk...
thamskyyyy,Tue Apr 08 13:36:31 +0000 2025,Pengen #kaburajadulu ke ozi ya Allah.. Work life balance English speaking country Insurance industry nya juga baguuuus Tp gimana caranyaaaaaaaaa aaaaaaaaak
drmwnds,Tue Apr 08 13:33:34 +0000 2025,Sekedar mengingatkan pas indonesia kacau beliau #kaburajadulu jilid 1.
juanbing99,Tue Apr 08 13:31:50 +0000 2025,Sebenernya Carmen jadi idol itu karena #kaburajadulu Untuk @SMTOWNGLOBAL @ygent_official plis angkut aku jadi idol lah. Lumayan engagement kalian kalo ada gua di sana. Sejarah kpop? Aman gua tau Incheon battle &amp; kpop salah gaul kok.
anggitarahaha,Tue Apr 08 13:31:38 +0000 2025,semua kursus yg gue mau daftar penuhhhhh anjirt benersn persiapan kaburajadulu bgt kah ini??
Ka_Atika1395,Tue Apr 08 13:31:21 +0000 2025,kekuatan menghilang kan? #kaburajadulu 
mikachi_ara,Tue Apr 08 13:28:22 +0000 2025,Adanya #IndonesiaGelap dan #kaburajadulu bikin aku makin semangat belajar Nihongo hamdalah sekarang udah bisa baca kanji N5 sekarang tinggal fokus belajar bunpou dan kaiwa sama murojaah kotoba 
danggeunbooks,Tue Apr 08 13:27:38 +0000 2025,Sambil packing ini kemarin selalu inget pesen nyokap buat tetep rajin menuntut ilmu di manapun berada Buat kk yang pesen smoga lulus JLPT yaa #KaburAjaDulu https://t.co/YKecblnvq1
little_foxieee,Tue Apr 08 13:26:12 +0000 2025,@uppifess Mending ngejalanin #kaburajadulu
ImRoseWhoRU,Tue Apr 08 13:24:21 +0000 2025,Kapan lagi dapet gaji ±9 juta perbulan di Bangkok Gaji w aja cuma ±7 jt Yang mau konsul bisa DM ke IG yaw Tweet buat ngoceh doang #kaburajadulu
HuhuMoko,Tue Apr 08 13:05:27 +0000 2025,@Ge1Te @wietj4k @msaid_didu Lah gw nyemangatin yg pengen #KaburAjaDulu spy cepet ngacir.jgn omong doang!! Ngacir gih!!! Lu yg mau kabur gw ingetin biar cepet kabur kox dibilang pengalihan isu. lu kali yg mau ngalihin isu biar ga disuruh kabur ye kan? https://t.co/MnZjsrReTh
txtdariahnaf,Tue Apr 08 13:01:36 +0000 2025,@kinderjakeu_ Padahal dia pas waktu itu ikutan #kaburajadulu
taethanisme,Tue Apr 08 12:53:57 +0000 2025,@taesansmb apakah konsepnya kaburajadulu bcs ada bendera amriki
Renjiro_Junichi,Tue Apr 08 12:53:54 +0000 2025,Pejabatnya malah #KaburAjaDulu 
rayanbeard_,Tue Apr 08 12:51:07 +0000 2025,@grok Jika untuk fresh graduate sudah dilakukan semua tetapi masih belum dapat-dapat dan dikejar oleh umur? Lantas harus bagaimana? Apakah harus mengali potensi dan kerja di luar negeri saja? Seperti yang digaungkan hastag #kaburajadulu?! @grok
sourstrwbrries,Tue Apr 08 12:41:54 +0000 2025,bisa nya bapakku dikasi project mbg!?!? masa anaknya kaburajadulu bapaknya kerja ama pemerintah
milkwaykoo,Tue Apr 08 12:25:19 +0000 2025,@baseconvo @prabowo udah bener kan pa tren #kaburajadulu
tukang_esbatu,Tue Apr 08 12:25:07 +0000 2025,@Ndrewstjan Wow...lebih dai 50jt/bulan cicilan mau demo ga digubris? #kaburajadulu gimana nih? Udah enak di Indo masih ada kontrakan 600rb/bulan buat rumah dipinggiran 300jt bsa juga. #BersyukurAjaDulu
harimaumalaye,Tue Apr 08 12:24:13 +0000 2025,kainginan keluar dari indo semakin tinggi ️ #kaburajadulu #tolakkembalinyaorba #IndonesiaGelap
f1rsthaitani,Tue Apr 08 12:20:35 +0000 2025,temen gw pen bljr that one bahasa asing biar bisa kaburajadulu tp gw yg kuliah major itu aja males klo mesti kerja disana huft. smoga ku bisa kabur ke negara yg ku pengen bukan asal2an yg penting kabur (eventho negara 1st world country)
ajegileeh24,Tue Apr 08 12:20:08 +0000 2025,@babyeuphxria Ngikutttt gama aja nao join trend #.kaburajadulu 
arthur_kudou,Tue Apr 08 12:10:32 +0000 2025,emg paduan pas bgt us presidennya tetot di sini juga gitu haduh anjir ini w #KaburAjaDulu nya boleh ke Titan aja ga?
chanchaijinx,Tue Apr 08 12:07:40 +0000 2025,@Xoaps Enih #kaburajadulu??
txtdaritax,Tue Apr 08 11:47:43 +0000 2025,Mohon bantuan doanya chief semoga percobaan #KaburAjaDulu saya berhasil Finger crossed
_scumfvkk_,Tue Apr 08 11:43:13 +0000 2025,Tren #kaburajadulu kayaknya terlalu egois jika hanya untuk pemenuhan kebutuhan pribadi. Setidaknya akan lebih berguna jika kabur ke Donbass untuk melawan kecoa-kecoa neo-Nazi Ukraina. Atau ke Palestina untuk jadi volunteer maupun milisi yang melawan penjajahan Israel.
thisisnotletty,Tue Apr 08 11:43:13 +0000 2025,Betol. Dan menurut gweh (tapi you do you ya) dibanding #kaburajadulu lebih baik stay di indo asal dengan gaji USD
BelleReve___,Tue Apr 08 11:34:32 +0000 2025,ngajakin maen si ucup ama fariz tapi ampe skrg kaga acc acc. keburu gw #kaburajadulu dari negeri bedebah ini
rosaphier,Tue Apr 08 11:29:44 +0000 2025,@AlsterNagara NGGAK MELARUNG dong boi. Minimal migrasi kayak Sandy # kaburajadulu
sakuyyya,Tue Apr 08 11:25:51 +0000 2025,@taemyann KaburAjaDulu ke Elysium let's go 
szasakina,Tue Apr 08 11:23:20 +0000 2025,@beemhndr Mari kita seriuskan #KaburAjaDulu itu ️
enterpreneurs15,Tue Apr 08 11:12:29 +0000 2025,@detikcom Pasar Modal Langsung tutup aja pak wowo cuman bikin khawatir aja yang penting danatara bagi2 kue siap2 warga +62 #kaburajadulu #IndonesiaGelap #indonesia2030bubar
ImaginarySteady,Tue Apr 08 11:03:39 +0000 2025,@AndreasSolusi Pahe Mas e.... Paket Hemat anggaran KaburAjaDulu.
bleaachers,Tue Apr 08 10:49:18 +0000 2025,pengen s2 di LN.. pengen s2 di LN.. pengen s2 di LN.. pengen kaburajadulu.. https://t.co/5oC5Omt8c4
haechands,Tue Apr 08 10:46:39 +0000 2025,Byeeee gw akan kejar gaji gede n kerjaan santai itu buat kaburajadulu
Mach_Moody,Tue Apr 08 10:45:16 +0000 2025,Berarti sudah waktunya untuk #kaburajadulu dan jadi Diaspora https://t.co/5xiYSZ39re
wagemuhamad,Tue Apr 08 10:35:02 +0000 2025,Sedang mempertimbangkan #KaburAjaDulu
darlinggrid,Tue Apr 08 10:10:21 +0000 2025,@worksfess Kalo di DN gaada kalo ke LN berlimpah ruah probabilitas nya krn yg sering lewat post di fyp aku loker kaburajadulu jd guru
worksfess,Tue Apr 08 09:45:17 +0000 2025,Work! yg mau KaburAjaDulu dan udah bisa hiragana katakana mending ikut free trial ini dulu trs di akhir ada sesi sharing konsul karir di jepang langsung sama perusahaan penyalur kerja di Jepang. Kemarin aku dapet free trial 4x ges https://t.co/6YXMBh801V
Polusi_udara78,Tue Apr 08 09:42:30 +0000 2025,@kompascom #Asean #Smog #trending #southeastAsia #BakarSampah #KaburAjaDulu #IndonesiaGelap🇮🇩 #AirPollution @infoBMKG @dinaslhdki @DKIJakarta @LBH_Jakarta @pramonoanung Gimana Ri gak gelap jika buang limbah beracun sembarangan sprti ini. Bakar sampah lepas asap pabrik tanpa di filter ??
FAaleasha,Tue Apr 08 09:40:02 +0000 2025,@convomf Setijuh Nder ini aku lgi otw jdi anime #kaburajadulu
aventuyeen,Tue Apr 08 09:29:11 +0000 2025,siap kaburajadulu https://t.co/Vk0DyFzPPS
harmonisme,Tue Apr 08 09:27:38 +0000 2025,@matilusa @prabowo Ga tau dia wong langsung #KaburAjaDulu ke jordania
floatinbloom,Tue Apr 08 09:17:42 +0000 2025,@VindhTR Selamat ulang tahun Cacanya ibu Finally berkurang setahun lagi batas usia sampai bisa #KaburAjaDulu May you grow well like a bright sunflower.
rainyponds,Tue Apr 08 09:13:42 +0000 2025,orang yang bisa #kaburajadulu tuh kena bgt di gue
va9aminyoongust,Tue Apr 08 09:12:12 +0000 2025,Mending wowo lanjut #kaburajadulu deh di Yordania aja
Imamthamyiz,Tue Apr 08 08:57:32 +0000 2025,@pbnjellyyyyy #kaburajadulu kali ya?
cleiredelune,Tue Apr 08 08:56:38 +0000 2025,@munvess Skripshit kapan selesai ya Allah gimana bab 3 ntar malem pengen cepetan lulus anakku lagi ngapain ya dirumah pengen cari kerjaan baru pengen #kaburajadulu dari wakanda.
Dicky_Zman,Tue Apr 08 08:34:33 +0000 2025,@A_FionyJKT48 Warga indo pada pingin #KaburAjaDulu sedangkan ce pio balik Di indo masih kacau ce lebih baik disana aja dulu
piszes,Tue Apr 08 08:26:49 +0000 2025,@Wonys @KJonqinEXO btw bleh preloved ke org luar ya biar itung itung kaburajadulu
sehariantidur,Tue Apr 08 08:21:28 +0000 2025,udh ga layak tinggal di indo kaburajadulu is gon be real cuz my mom somehow approves me to yeet out
suminetc,Tue Apr 08 08:19:50 +0000 2025,#KaburAjaDulu so real dik virgi and dik nuy
Adaninggar_,Tue Apr 08 08:19:18 +0000 2025,Demi dracin dan CEnt akhirnya men-delete beberapa file yang nyimpannya pelan pelan dari taon 2015. Puluhan GB. HDD gue bisa juga berganti era ternyata. Mau beli yang baru kita lagi kudu hemat hemat. Negara lagi gonjang ganjing. Mau kaburajadulu juga belum mumpuni ilmunya
samnotyou,Tue Apr 08 08:18:06 +0000 2025,Tokoh Indonesia gelap dan tokoh kaburajadulu kyk dianggap itu bukan collective suara rakyat yg saljh sahut menyahut tapi cuma satu dua orang. Ngapain datang dia dengan pemikiran kolotnya cuma mau intimidasi
Bikinpasporyukk,Tue Apr 08 08:14:42 +0000 2025, Lulus kuliah? Saatnya cari kesempatan bekerja di luar negeri! Daripada bingung mau ngapain yuk #KaburAjaDulu ️ Siapin paspor kamu dari sekarang siapa tahu rezekinya ada di negeri orang #BikinPasporAjaDulu bareng kami gampang &amp; nggak ribet! https://t.co/jaOW7wOID9
axkaau,Tue Apr 08 08:11:58 +0000 2025,#kaburajadulu tapi ke puncak bisa ga
cherrieleader,Tue Apr 08 08:01:36 +0000 2025,?: pak bagaimana tanggapan bapak ttg tagar # KaburAjaDulu dan ketidak-percayaan rakyat thd pemerintahan skrg prabs: MBG ?: lalu dengan pasar global? prabs: MBG ?: . prabs: saya cinta TNI iya iya dah suka2 lu
cmdr_hellstorm,Tue Apr 08 07:56:55 +0000 2025,Wew... Temen gw yg #kaburajadulu ke sana ini termasuk beruntung banget yah bisa punya lebih dari 1 rumah. 
Wonys,Tue Apr 08 07:46:47 +0000 2025,@piszes @KJonqinEXO Kan katanya bukan #kaburajadulu tapi #gakbolehkabur
r_setorespati,Tue Apr 08 07:45:06 +0000 2025,#KaburAjaDulu lbh sering membicarakan ke orang2 pintar. Padahal uang/modal juga resah. Investor Kakap sdh jelas. Yg gak kehitung itu uang recehan kelas menengah yg diseberangkan utk beli aset di luar. Yg beli apt freehold atau beli obligasi negara jiran saja udh lumayan.
biilambomnuklir,Tue Apr 08 07:36:58 +0000 2025,@bintanhaya hedwig nnti nge twt pke hashtag #kaburajadulu biar gk ketangkep wowo
AhmadUl06581878,Tue Apr 08 07:36:09 +0000 2025,Salam Jaringan perdagangan manusia dari China daratan ke benua Amerika #kaburajadulu https://t.co/5KYvpw2clP
ItsVergil666,Tue Apr 08 07:30:05 +0000 2025,anjay gaib #ViralVideos #VideoLucu #lucu #ngakakbangsat #kaburajadulu https://t.co/w70QKa0L4E
lutfithe13th,Tue Apr 08 07:25:22 +0000 2025,Gen Z yg sejak kuliah cuma melihat masa depan yg makin lama makin suram dan memutuskan kaburajadulu childfree atau doom spending: https://t.co/GGjov2O435
indrahasto,Tue Apr 08 07:22:33 +0000 2025,Ini klo mau #KaburAjaDulu https://t.co/ztO5hh8hpO
mazwied,Tue Apr 08 07:13:27 +0000 2025,@feriamsari Presiden kan pada waktu reformasi #kaburajadulu jadi ya ga paham..
crysthsalism,Tue Apr 08 07:10:58 +0000 2025,#kaburajadulu dari kantor https://t.co/ZbOnqqK6Ed
ImaginarySteady,Tue Apr 08 07:06:34 +0000 2025,Anak-anak Abah ada berita bagus untuk #kaburajadulu Silahkan diunduh beritanya. Monggo lho jangan malu-malu. Kalau mau pindah atau keluar dari Indonesia karena kecewa dengan Prabowo-Gibran ada info jihad. Siapa tahu pada mau ramai-ramai membantu MUI... ️
DDiva2020,Tue Apr 08 07:04:44 +0000 2025,Sepulangnya dari #kaburajadulu resimen Yordania orang ini belum pernah naik moda lain selain Helikopter &amp; Pesawat kah?
sungddeenly,Tue Apr 08 06:27:08 +0000 2025,@buchenuppak Coy in this economy dan keadaan negara yg mau ancur malah mikir kaweennn kaweenn gue mau #kaburajadulu 
galacssi,Tue Apr 08 06:25:11 +0000 2025,Kontrak gua 3thn lg sebenernya kalo gua tahan kelamaan jg gua disini keburu di nikah paksa sm ortu gua nanti wkwkwkwkw gajadi kaburajadulu FAKKKKKKK 
afifsena26,Tue Apr 08 06:22:10 +0000 2025,Sumpah gua jadi kepikiran instead #kaburajadulu kayanya kalo udah penghasilan lumayan kaburnya ke desa2 juga gapapa dah wkwkw Walaupun ga terlalu gapapa banget juga sih selama pemerintahnya masih adhuegdvysejnudnduc
cointcidence,Tue Apr 08 06:11:26 +0000 2025,maksudnya KOK BISA ANJIR...?? pertanda untuk #kaburajadulu
keptenhusin,Tue Apr 08 06:01:14 +0000 2025,@catuaries Dari beliau #kaburajadulu
kangkreby,Tue Apr 08 05:56:50 +0000 2025,Yg ketawa itu ketua geng #kaburajadulu
asfan_warah,Tue Apr 08 05:53:15 +0000 2025,@kompascom Bukannya abis 98 dia diberhentikan dari Dinas Militer dan #kaburajadulu ke Yordania?
AhmedDJong,Tue Apr 08 05:50:48 +0000 2025,@tanyarlfes Kalau beneran jadi gw ga jadi #kaburajadulu
haruka_tch,Tue Apr 08 05:42:25 +0000 2025,@MurtadhaOne1 @unilubis Bukanya bapak #kaburajadulu
a_mahfuzi,Tue Apr 08 05:32:49 +0000 2025,pemain saham di IHSG ikut2an #kaburajadulu
koi_zuha,Tue Apr 08 05:32:22 +0000 2025,@beirgy wkwkwk # kaburajadulu
MrsvonHagen,Tue Apr 08 05:31:37 +0000 2025,@ZaniPunchingbag wkwkwkw yuk kaburajadulu
edylicu,Tue Apr 08 05:31:23 +0000 2025,ya Allah semoga keinginan aida untuk #kaburajadulu bisa tercapai amiin 
antondjawirr,Tue Apr 08 05:30:01 +0000 2025,@khanifirsyad Aku sebnerny dari dl tertarik dgn bisnis pertanian &amp; peternakan. Ini sistem distribusi &amp; pemasaran yg tidak bnr yg ada di Indo. Sayang sekali Indo yg dikasih Tuhan Bonus Demografi blm bs dimaksimlkan Tengkulak ttp yg Untung Perbandinganny klo liat petani di Aussie. #kaburajadulu
bbluellight,Tue Apr 08 05:29:34 +0000 2025,CAPEK BANGET YA ALLAH. LIAT KONDISI NEGARA KGK BENER KONDISI ADEK2 GUE DIINJEK2 SM YG KATANYA KELUARGA. KYK YA ALLAH AING KUDU KUMAHA SIH CAPEK BGT HIDUP DI DUNIA KHUSUSNYA BAGIAN INDONESIA #CabutUUTNI #batalkanrevisiuupolri #kaburajadulu
adeleemin,Tue Apr 08 05:26:36 +0000 2025,@dustheria disini kardut udah #KaburAjaDulu gasih sama abang? kalo udah kabur mah gausah ngurusin 3 anggota keluarga orgil ini lagi sih
womensfootie_id,Tue Apr 08 05:21:53 +0000 2025,Definisi #KaburAjaDulu sejak SD ️
ridwanhr,Tue Apr 08 05:20:20 +0000 2025,@aromapetrikorr Ceritain dong prosesnya sampe bisa keterima di CIA #kaburajadulu
edylicu,Tue Apr 08 05:19:44 +0000 2025,bener ya SDM indo rendah pgn cepet2 #kaburajadulu
goto88_,Tue Apr 08 05:02:03 +0000 2025,kamu butuh duit??? join link sekarang!! link : https://t.co/dkC4h7jq4d #Najwa #Senin #selasa #Jumbo #sehun #Indomaret #vcscrottt #vcsbugilll #IndonesiaGelap #kaburajadulu #viralterbaru #tranding https://t.co/5meuDonW9F
the_gravital,Tue Apr 08 05:01:29 +0000 2025,we are gonna die in poverty and unjustice. we deserve that. tak ada waktu yg lebih baik dari ini untuk #kaburajadulu
rivanisasi,Tue Apr 08 04:52:42 +0000 2025,Penyebab #IndonesiaGelap dan #kaburajadulu itu ya diri lu sendiri wo 
dick76083,Tue Apr 08 04:51:59 +0000 2025,@akmal4163 @KRathalos97 @raykairi @dimas_______ Gak sih mnrt gua gak semua yang #kaburajadulu kabur atas dasar negara kita jelek juga kalau besok sim salabim negara kita berubah jadi baik mereka juga ogah pulang karena stigma doomerismnya udh gede.
babupadukajh,Tue Apr 08 04:35:01 +0000 2025,COYY EVEN TUKANG TANEMAN TEMPAT GUE BELI PUPUK MAU PINDAH KE AUSTRALI #kaburajadulu
AhhcrazzyTweet,Tue Apr 08 04:31:35 +0000 2025,@yaniarsim @prabowo Pak Prabowo aja nyuruh #kaburajadulu
zeedans22,Tue Apr 08 04:31:05 +0000 2025,@Greencoconut666 Kaburajadulu wkwk
akmal4163,Tue Apr 08 04:24:07 +0000 2025,@KRathalos97 @dick76083 @raykairi @dimas_______ China itu menghargai orang pinter CEO deepseek aja paspornya ditahan biar gak diculik amerika. sementara Indo? orang pinternya disuruh ke LN pake hashtag #KaburAjaDulu
user1649213409,Tue Apr 08 04:21:20 +0000 2025,ya bagus tp gw sih tetep #kaburajadulu 
Ahmadim61726630,Tue Apr 08 04:20:59 +0000 2025,@ARSIPAJA Saatnya #kaburajadulu Nyisain yg bodo²nya aja disini
tidalhue,Tue Apr 08 04:16:11 +0000 2025,HBD Weyipeksurepek! Semoga cepet resign dan bisa #KaburAjaDulu. https://t.co/Xd0VOEpTnj
sansansansanya,Tue Apr 08 03:59:32 +0000 2025,Sumpah ni org kayak otaknya ud ikut trend kaburajadulu sbnrnya
rullynamaku,Tue Apr 08 03:58:46 +0000 2025,#curhatbapak2 lagi. Temen pemilik Lembaga Penyaluran Kerja ke Jepang berapi2 menjelaskan prospek #kaburajadulu Dia sudah merasakan bertahun2 merantau ke Jepang dan sekarang membuka peluang untuk yang lain. SW doski nih https://t.co/Ea67096iuv
rifi166,Tue Apr 08 03:56:58 +0000 2025,@brkhrism sini bar #kaburajadulu ke malay wkwkwk
WinterwithYu_,Tue Apr 08 03:56:26 +0000 2025,waduhh apakah aku akan #KaburAjaDulu https://t.co/ErdwaneIZo
akarcerita,Tue Apr 08 03:53:55 +0000 2025,Untuk orang-orang yang belum bisa #kaburajadulu macam saya ni... harus cermat menata strategi bertahan hidup. Kepleset dikit ga punya jaring pengaman yang cukup kuat
Chuuko_nomi,Tue Apr 08 03:47:04 +0000 2025,Dikasih koper disuruh #kaburajadulu kah?
MinervaaOrca,Tue Apr 08 03:42:46 +0000 2025,@ky0uzee @zlnon3 @polisiidol Instrospeksi mah berusaha bersihin nama bukan #kaburajadulu
takseerock,Tue Apr 08 03:23:47 +0000 2025,@kompascom Halah saat itu lo dipecat jdi tentara lanjut jadi pelopor #kaburajadulu
tiwdumpies,Tue Apr 08 03:11:33 +0000 2025,tinggal gmn caranya kita pergi #kaburajadulu #semogadiizinin
puguh_imanto,Tue Apr 08 03:05:34 +0000 2025,@karimnas_ melihat wawancara praboso saya malah makin semangat... ...untuk kaburajadulu.
Firman_Syah_Kun,Tue Apr 08 03:05:32 +0000 2025,@tempodotco Brengseknya mereka bikin kaya negara lain giliran rakyat jelata yang #kaburajadulu dibilang tidak nasionalis.
frigaszalwi,Tue Apr 08 02:46:29 +0000 2025,@omerta_rom @satemonyet bismillah kita bisa #kaburajadulu
AnkoroMochi_sa,Tue Apr 08 02:44:36 +0000 2025,@tanyarlfes nih orang cuma omon-omon nggak jelas dari sritex #kaburajadulu BHR gojek...
RTngasal,Tue Apr 08 02:40:31 +0000 2025,@ARSIPAJA Soalnya yang pinter pada #KaburAjaDulu 
bol1nk,Tue Apr 08 02:40:12 +0000 2025,@AndiePeci omongan orang serikat ya gini ... spesialis bikin alasan tapi pas diminta kerja isinya nol... apalagi dimintain pertanggungjawaban... kaburajadulu ...
biycara,Tue Apr 08 02:35:28 +0000 2025,Wow dah dikasih lampu ijo sama ortu gua buat kaburajadulu 
nikosamuel77,Tue Apr 08 02:09:32 +0000 2025,Pendaftaran perusahaan di Singapura bisa selesai hanya dalam 1 hari kerja? Simak step by step nya disini https://t.co/GiIM9kB2l1 #BisnisSingapura #StartupID #bisnisglobal #pajakperusahaan #pendirianpt #kaburajadulu
azzamrabbani_,Tue Apr 08 02:08:45 +0000 2025,@ARSIPAJA Tapi orang² pinternya #kaburajadulu ke negeri orang malah tantrum ngejudge ga nasionalis dll. Heleh
weppewp,Tue Apr 08 02:05:36 +0000 2025,Bowo Saya aware dengan #Indonesiagelap dan #kaburajadulu Iyakah pak? Hastag udah nambah lagi lantas apalah kami ini kalok tidak bertanya? Kami bangsa yang besar? Keadilan di atas hukum? Hukum untuk yang berani membayar besar? Keadilan kami setir asalamualaikum? https://t.co/eGlWKnUUWA
aletheia_dedy,Tue Apr 08 02:01:43 +0000 2025,Jika sudah muncul statement bahwa negara ini tidak membutuhkan kaum intelek maka tidak salah jika #kaburajadulu kelak menjadi #moveaja (barangkali) the real dark age in Indonesia - farewell
wisanggeni_11,Tue Apr 08 02:00:15 +0000 2025,Orang inggris ingin buru2 pergi dari negaranya karena biaya hidup yg sangat tinggi. Orang Indonesia ingin #kaburajadulu karena tergiur kehidupan di negara maju. Hidup mmg hanya soal sawang sinawang. https://t.co/w3DK26LUNK
buyung_a_h,Tue Apr 08 01:54:20 +0000 2025,cerminan mayoritas atau petinggi di indonesia gak heran tagar #kaburajadulu digemakan terus #PilihanRakyat suka tidak suka di terima dan berdoa supaya di ganti tukang susu biar lebih parah wkwkwkw
Kthyaa_,Tue Apr 08 01:53:37 +0000 2025,nahh skrg gak herankan kalo mentri sama staff kalo dikritik malah nyalahin balok rakyat?? waktua #kaburajadulu gas bahkan soal makan pedes anjirr!! pejabat era dia modal gatau malu aja udh cukup tuh
acengimam,Tue Apr 08 01:35:47 +0000 2025,1001 jalan menuju Jerman; sebuah utas. 1) Halo temen-temen ditengah ketidakpastian ekonomi global yang lagi naik-turun kayak roller coaster. dollar melambung banyak PHK lapangan kerja makin ketat gaji kadang bikin hati miris. Tagar #kaburajadulu terasa makin relevan
riyah_uus,Tue Apr 08 01:13:10 +0000 2025,Part paling banyak di retweet.. yang punya masalah negara masa warga yg di minta cari solusi ? Lah itu pejabat emang ngapain ? Karena #IndonesiaGelap hasil dri tidak kompetennya pejabat makanya pada #kaburajadulu krn gk ada solusi
